# CS_ID, depth (m)
 1,    299.09
 2,    338.08
 3,    415.06
 4,    493.55
 5,    501.50
 6,    572.22
 7,    669.07
 8,    748.20
 9,    802.02
10,    867.51
11,    905.03
12,    971.86
