# CS_ID, depth (m)
 1,    268.11
 2,    346.05
 3,    375.74
 4,    476.81
 5,    556.29
 6,    605.87
 7,    676.62
 8,    746.82
 9,    755.87
10,    852.70
11,    931.25
12,    988.74
