# CS_ID, depth (m)
 1,    282.86
 2,    336.97
 3,    433.18
 4,    454.01
 5,    504.54
 6,    619.92
 7,    654.37
 8,    711.64
 9,    783.39
10,    871.51
11,    911.54
12,    975.81
