# CS_ID, depth (m)
 1,    252.04
 2,    347.11
 3,    395.26
 4,    485.90
 5,    503.39
 6,    619.40
 7,    643.32
 8,    723.88
 9,    763.01
10,    854.17
11,    905.91
12,    994.96
