# CS_ID, depth (m)
 1,    258.42
 2,    318.20
 3,    430.07
 4,    494.42
 5,    552.34
 6,    580.87
 7,    665.14
 8,    732.40
 9,    800.74
10,    820.17
11,    893.05
12,    967.02
