# CS_ID, depth (m)
 1,    304.98
 2,    360.62
 3,    399.45
 4,    441.93
 5,    512.48
 6,    601.70
 7,    686.03
 8,    732.66
 9,    750.31
10,    873.53
11,    880.91
12,    991.79
