# CS_ID, depth (m)
 1,    311.05
 2,    366.29
 3,    390.59
 4,    472.05
 5,    534.99
 6,    577.21
 7,    634.46
 8,    715.41
 9,    805.31
10,    866.93
11,    888.73
12,    997.33
