# CS_ID, depth (m)
 1,    306.36
 2,    353.15
 3,    422.61
 4,    467.78
 5,    557.42
 6,    575.97
 7,    683.52
 8,    728.60
 9,    785.78
10,    845.11
11,    881.36
12,    967.97
