# CS_ID, depth (m)
 1,    266.97
 2,    364.75
 3,    400.68
 4,    451.70
 5,    528.72
 6,    607.78
 7,    642.70
 8,    699.14
 9,    791.57
10,    869.89
11,    926.61
12,    947.51
