# CS_ID, depth (m)
 1,    257.03
 2,    336.14
 3,    400.21
 4,    463.43
 5,    517.61
 6,    618.35
 7,    675.57
 8,    723.03
 9,    777.08
10,    857.06
11,    917.18
12,    962.28
