# CS_ID, depth (m)
 1,    258.64
 2,    372.39
 3,    376.27
 4,    466.58
 5,    510.88
 6,    586.06
 7,    649.37
 8,    748.72
 9,    777.60
10,    857.50
11,    882.85
12,    971.54
