# CS_ID, depth (m)
 1,    257.63
 2,    373.83
 3,    424.29
 4,    449.05
 5,    553.92
 6,    579.43
 7,    673.33
 8,    739.56
 9,    792.19
10,    819.85
11,    916.48
12,    979.16
