# CS_ID, depth (m)
 1,    273.33
 2,    356.18
 3,    379.58
 4,    489.54
 5,    523.81
 6,    563.81
 7,    632.61
 8,    704.79
 9,    756.25
10,    827.31
11,    901.73
12,    952.39
