# CS_ID, depth (m)
 1,    259.51
 2,    359.89
 3,    424.16
 4,    463.59
 5,    500.83
 6,    579.36
 7,    656.71
 8,    731.20
 9,    783.26
10,    874.00
11,    882.92
12,    985.74
