# CS_ID, depth (m)
 1,    287.82
 2,    345.29
 3,    428.08
 4,    494.86
 5,    511.00
 6,    589.61
 7,    648.53
 8,    734.46
 9,    779.71
10,    829.27
11,    927.56
12,    949.57
