# CS_ID, depth (m)
 1,    260.18
 2,    329.78
 3,    421.17
 4,    459.68
 5,    532.40
 6,    590.44
 7,    658.19
 8,    699.14
 9,    801.74
10,    834.44
11,    936.57
12,    970.19
