# CS_ID, depth (m)
 1,    284.42
 2,    351.86
 3,    433.00
 4,    478.71
 5,    528.53
 6,    614.66
 7,    657.77
 8,    725.80
 9,    771.64
10,    840.80
11,    877.14
12,    983.03
