# CS_ID, depth (m)
 1,    272.91
 2,    354.96
 3,    402.37
 4,    468.24
 5,    562.49
 6,    584.85
 7,    640.37
 8,    734.11
 9,    769.24
10,    870.05
11,    923.62
12,    957.80
