# CS_ID, depth (m)
 1,    273.41
 2,    358.64
 3,    433.37
 4,    463.43
 5,    532.73
 6,    586.57
 7,    660.15
 8,    740.95
 9,    756.54
10,    853.29
11,    894.18
12,    987.55
