# CS_ID, depth (m)
 1,    300.89
 2,    336.20
 3,    384.66
 4,    463.92
 5,    536.98
 6,    610.94
 7,    655.22
 8,    698.82
 9,    800.52
10,    864.55
11,    935.47
12,    948.40
