# CS_ID, depth (m)
 1,    301.01
 2,    340.81
 3,    392.22
 4,    455.65
 5,    535.29
 6,    575.27
 7,    672.97
 8,    691.62
 9,    753.54
10,    854.36
11,    878.19
12,    985.30
