# CS_ID, depth (m)
 1,    267.75
 2,    369.82
 3,    418.79
 4,    450.53
 5,    552.16
 6,    622.61
 7,    647.34
 8,    727.81
 9,    809.79
10,    850.42
11,    921.84
12,    970.13
