# CS_ID, depth (m)
 1,    302.94
 2,    322.67
 3,    381.68
 4,    446.86
 5,    517.17
 6,    611.32
 7,    647.68
 8,    726.42
 9,    804.19
10,    837.91
11,    936.27
12,    949.16
