# CS_ID, depth (m)
 1,    256.02
 2,    313.44
 3,    435.50
 4,    480.29
 5,    560.58
 6,    619.10
 7,    671.46
 8,    697.21
 9,    799.79
10,    835.62
11,    935.64
12,    954.83
