# CS_ID, depth (m)
 1,    294.39
 2,    315.99
 3,    403.83
 4,    481.98
 5,    549.63
 6,    600.99
 7,    625.27
 8,    735.99
 9,    785.90
10,    866.92
11,    928.87
12,    966.06
