# CS_ID, depth (m)
 1,    307.85
 2,    350.03
 3,    397.36
 4,    448.58
 5,    518.39
 6,    587.18
 7,    639.51
 8,    702.71
 9,    784.62
10,    866.33
11,    911.26
12,    975.11
