# CS_ID, depth (m)
 1,    302.39
 2,    342.40
 3,    391.27
 4,    481.40
 5,    534.54
 6,    582.77
 7,    662.79
 8,    725.06
 9,    752.70
10,    849.75
11,    929.01
12,    963.92
