# CS_ID, depth (m)
 1,    272.80
 2,    361.53
 3,    395.02
 4,    497.92
 5,    533.12
 6,    603.43
 7,    649.04
 8,    708.85
 9,    786.88
10,    832.40
11,    900.13
12,    951.16
