# CS_ID, depth (m)
 1,    262.12
 2,    347.75
 3,    398.58
 4,    479.33
 5,    521.90
 6,    564.14
 7,    650.92
 8,    693.90
 9,    808.48
10,    866.98
11,    881.22
12,    994.23
