# CS_ID, depth (m)
 1,    273.89
 2,    325.19
 3,    375.51
 4,    455.08
 5,    526.18
 6,    581.28
 7,    680.92
 8,    707.40
 9,    778.56
10,    826.37
11,    893.13
12,    969.48
