# CS_ID, depth (m)
 1,    284.97
 2,    328.53
 3,    388.22
 4,    456.07
 5,    537.15
 6,    578.40
 7,    665.16
 8,    711.81
 9,    754.16
10,    814.96
11,    933.11
12,    986.36
