# CS_ID, depth (m)
 1,    306.82
 2,    323.01
 3,    378.56
 4,    490.70
 5,    510.79
 6,    590.82
 7,    666.45
 8,    696.11
 9,    758.76
10,    841.26
11,    933.99
12,    982.49
