# CS_ID, depth (m)
 1,    284.50
 2,    342.47
 3,    384.81
 4,    474.27
 5,    510.30
 6,    598.81
 7,    642.94
 8,    748.17
 9,    776.76
10,    816.58
11,    935.58
12,    983.18
