# CS_ID, depth (m)
 1,    264.47
 2,    374.84
 3,    395.45
 4,    467.93
 5,    512.18
 6,    620.63
 7,    646.60
 8,    696.92
 9,    780.23
10,    861.75
11,    892.87
12,    987.29
