# CS_ID, depth (m)
 1,    254.74
 2,    334.77
 3,    375.85
 4,    469.64
 5,    501.14
 6,    597.06
 7,    660.52
 8,    703.58
 9,    798.02
10,    827.17
11,    921.46
12,    969.40
