# CS_ID, depth (m)
 1,    277.51
 2,    322.13
 3,    404.49
 4,    441.17
 5,    530.74
 6,    568.83
 7,    651.22
 8,    710.30
 9,    754.84
10,    852.10
11,    909.15
12,    991.70
