# CS_ID, depth (m)
 1,    257.95
 2,    327.04
 3,    396.73
 4,    473.06
 5,    541.94
 6,    565.01
 7,    683.54
 8,    699.53
 9,    760.58
10,    825.23
11,    891.37
12,    938.74
