# CS_ID, depth (m)
 1,    284.07
 2,    322.34
 3,    379.83
 4,    480.45
 5,    517.96
 6,    583.53
 7,    678.37
 8,    739.55
 9,    774.93
10,    829.25
11,    886.04
12,    995.39
