# CS_ID, depth (m)
 1,    251.59
 2,    316.84
 3,    418.40
 4,    465.18
 5,    500.81
 6,    619.99
 7,    637.02
 8,    705.26
 9,    755.50
10,    829.08
11,    877.14
12,    980.93
