# CS_ID, depth (m)
 1,    262.24
 2,    317.55
 3,    423.46
 4,    488.81
 5,    509.03
 6,    574.28
 7,    638.55
 8,    744.71
 9,    778.86
10,    838.61
11,    886.60
12,    984.57
