# CS_ID, depth (m)
 1,    269.90
 2,    371.20
 3,    411.67
 4,    442.11
 5,    524.69
 6,    612.87
 7,    651.25
 8,    690.04
 9,    754.02
10,    812.61
11,    907.26
12,    945.74
