# CS_ID, depth (m)
 1,    299.32
 2,    349.75
 3,    407.14
 4,    455.23
 5,    559.58
 6,    583.04
 7,    642.46
 8,    717.53
 9,    757.02
10,    837.87
11,    929.91
12,    969.76
