# CS_ID, depth (m)
 1,    286.63
 2,    334.72
 3,    426.14
 4,    496.73
 5,    552.20
 6,    590.86
 7,    668.66
 8,    718.85
 9,    768.98
10,    822.41
11,    901.45
12,    956.49
