# CS_ID, depth (m)
 1,    293.74
 2,    334.07
 3,    436.54
 4,    461.79
 5,    509.38
 6,    623.39
 7,    629.03
 8,    739.72
 9,    806.00
10,    840.10
11,    899.71
12,    973.43
