# CS_ID, depth (m)
 1,    310.23
 2,    334.35
 3,    416.40
 4,    459.31
 5,    506.06
 6,    604.47
 7,    643.12
 8,    722.49
 9,    770.68
10,    824.62
11,    894.71
12,    955.07
