# Easting,Northing,t=1,t=2,t=3,t=4,t=5,t=6,t=7,t=8,t=9,t=10,t=11,t=12,t=13,t=14,t=15,t=16,t=17,t=18,t=19,t=20,t=21,t=22,t=23,t=24,t=25,t=26,t=27,t=32,t=37,t=42,t=47,t=52,t=57,t=62,t=67,t=72,t=77,t=82,t=87,t=92,t=97,t=102,t=107
 399175.36,6420985.62,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.19236e-09,-4.81660e-09,-1.60550e-08,-4.48729e-08,-1.12912e-07,-2.55372e-07,-5.31056e-07,-1.02963e-06,-1.88585e-06,-3.28148e-06,-5.46911e-06,-4.35478e-05,-1.99415e-04,-6.30043e-04,-1.52860e-03,-3.06293e-03,-5.33239e-03,-8.35795e-03,-1.20957e-02,-1.64585e-02,-2.13369e-02,-2.66149e-02,-3.21801e-02,-3.79303e-02,-4.37761e-02,-4.96415e-02,-5.54603e-02
 400343.85,6421055.38,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.13477e-09,-2.55318e-08,-7.68325e-08,-1.95182e-07,-4.56166e-07,-9.64256e-07,-1.88750e-06,-3.46580e-06,-6.05690e-06,-1.00916e-05,-1.61692e-05,-1.10265e-04,-4.48953e-04,-1.28760e-03,-2.88111e-03,-5.39409e-03,-8.86873e-03,-1.32431e-02,-1.83890e-02,-2.41480e-02,-3.03571e-02,-3.68643e-02,-4.35362e-02,-5.02609e-02,-5.69474e-02,-6.35240e-02,-6.99263e-02
 400762.41,6422398.28,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.70726e-22,-2.91496e-16,-4.55597e-12,-6.81327e-10,-1.56655e-08,-1.40275e-07,-7.26854e-07,-2.64948e-06,-7.57273e-06,-1.84125e-05,-3.89644e-05,-7.47127e-05,-1.32347e-04,-2.20635e-04,-3.49552e-04,-5.31423e-04,-7.80563e-04,-1.11398e-03,-1.54787e-03,-2.10003e-03,-7.17128e-03,-1.68541e-02,-3.09238e-02,-4.81313e-02,-6.70210e-02,-8.63839e-02,-1.05368e-01,-1.23434e-01,-1.40280e-01,-1.55764e-01,-1.69845e-01,-1.82550e-01,-1.93943e-01,-2.04105e-01,-2.13131e-01,-2.21131e-01
 400221.77,6422032.03,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-3.47266e-24,-1.69870e-19,-2.49474e-14,-1.13294e-11,-5.01811e-10,-6.90514e-09,-4.84638e-08,-2.21796e-07,-7.57474e-07,-2.35048e-06,-5.67829e-06,-1.21928e-05,-2.36480e-05,-4.29758e-05,-7.32138e-05,-1.18527e-04,-1.83952e-04,-2.76538e-04,-4.02390e-04,-5.69903e-04,-2.34954e-03,-6.43922e-03,-1.33772e-02,-2.30111e-02,-3.47434e-02,-4.78438e-02,-6.16412e-02,-7.55985e-02,-8.93217e-02,-1.02540e-01,-1.15082e-01,-1.26845e-01,-1.37782e-01,-1.47881e-01,-1.57153e-01,-1.65624e-01
 400012.49,6423287.72,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-9.25220e-17,-2.64658e-10,-7.30821e-08,-1.46204e-06,-1.00608e-05,-4.00163e-05,-1.14446e-04,-2.63434e-04,-5.23277e-04,-9.36775e-04,-1.55044e-03,-2.41391e-03,-3.58683e-03,-5.14337e-03,-7.16291e-03,-9.71803e-03,-1.28661e-02,-1.66456e-02,-2.10725e-02,-2.61436e-02,-6.00792e-02,-1.03366e-01,-1.48968e-01,-1.92224e-01,-2.30946e-01,-2.64468e-01,-2.92891e-01,-3.16654e-01,-3.36306e-01,-3.52401e-01,-3.65454e-01,-3.75919e-01,-3.84190e-01,-3.90604e-01,-3.95448e-01,-3.98986e-01
 398826.56,6422485.48,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.37508e-24,-2.41454e-19,-3.28096e-14,-1.43672e-11,-6.23208e-10,-8.46062e-09,-5.88158e-08,-2.67216e-07,-9.07230e-07,-2.75444e-06,-6.61379e-06,-1.41260e-05,-2.72994e-05,-4.93979e-05,-8.38747e-05,-1.35415e-04,-2.09686e-04,-3.14490e-04,-4.56785e-04,-6.45920e-04,-2.64650e-03,-7.22615e-03,-1.49852e-02,-2.57637e-02,-3.89052e-02,-5.35956e-02,-6.90768e-02,-8.47354e-02,-1.00116e-01,-1.14905e-01,-1.28900e-01,-1.41983e-01,-1.54099e-01,-1.65234e-01,-1.75407e-01,-1.84647e-01
 397989.43,6422851.72,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-7.02429e-26,-4.18924e-21,-1.99569e-15,-1.61996e-12,-1.00180e-10,-1.70706e-09,-1.38926e-08,-7.09029e-08,-2.63421e-07,-1.06184e-06,-2.74919e-06,-6.26509e-06,-1.26754e-05,-2.41339e-05,-4.26874e-05,-7.13673e-05,-1.13897e-04,-1.75982e-04,-2.62115e-04,-3.79255e-04,-1.71434e-03,-5.06439e-03,-1.11875e-02,-2.02290e-02,-3.18009e-02,-4.52443e-02,-5.98528e-02,-7.49973e-02,-9.01736e-02,-1.05007e-01,-1.19237e-01,-1.32693e-01,-1.45278e-01,-1.56943e-01,-1.67678e-01,-1.77504e-01
 397065.10,6424752.70,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.85583e-23,-1.06584e-18,-1.45215e-13,-6.22754e-11,-2.64170e-09,-3.51475e-08,-2.40043e-07,-1.07357e-06,-3.59350e-06,-1.04534e-05,-2.46838e-05,-5.18712e-05,-9.89015e-05,-1.76287e-04,-2.95276e-04,-4.70639e-04,-7.19990e-04,-1.06675e-03,-1.53190e-03,-2.14234e-03,-8.31004e-03,-2.14570e-02,-4.20752e-02,-6.85223e-02,-9.83041e-02,-1.29114e-01,-1.59246e-01,-1.87608e-01,-2.13599e-01,-2.36962e-01,-2.57657e-01,-2.75780e-01,-2.91499e-01,-3.05015e-01,-3.16542e-01,-3.26309e-01
 396507.02,6426828.07,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.98465e-20,-1.12471e-13,-3.28655e-10,-2.16995e-08,-3.10427e-07,-2.04224e-06,-8.51100e-06,-2.63276e-05,-6.61941e-05,-1.43750e-04,-2.79087e-04,-4.97697e-04,-8.29383e-04,-1.31033e-03,-1.98276e-03,-2.89626e-03,-4.10512e-03,-5.66676e-03,-7.63401e-03,-1.00564e-02,-3.00611e-02,-6.31788e-02,-1.05549e-01,-1.51761e-01,-1.97448e-01,-2.39924e-01,-2.77870e-01,-3.10863e-01,-3.38993e-01,-3.62611e-01,-3.82181e-01,-3.98190e-01,-4.11108e-01,-4.21366e-01,-4.29348e-01,-4.35434e-01
 398442.87,6423549.33,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.01017e-20,-3.40137e-14,-1.41087e-10,-1.08630e-08,-1.67512e-07,-1.14627e-06,-4.88237e-06,-1.52921e-05,-3.87145e-05,-8.45808e-05,-1.64658e-04,-2.94202e-04,-4.90857e-04,-7.76542e-04,-1.17640e-03,-1.72042e-03,-2.44158e-03,-3.37573e-03,-4.55465e-03,-6.00963e-03,-1.81490e-02,-3.86943e-02,-6.58015e-02,-9.64843e-02,-1.28082e-01,-1.58734e-01,-1.87331e-01,-2.13313e-01,-2.36481e-01,-2.56856e-01,-2.74583e-01,-2.89865e-01,-3.02935e-01,-3.14023e-01,-3.23352e-01,-3.31126e-01
 398076.63,6424665.50,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.30452e-18,-1.11452e-11,-1.01761e-08,-3.64071e-07,-3.52656e-06,-1.76025e-05,-5.94062e-05,-1.55138e-04,-3.39690e-04,-6.56823e-04,-1.15802e-03,-1.90062e-03,-2.94922e-03,-4.38201e-03,-6.29029e-03,-8.77042e-03,-1.19133e-02,-1.57971e-02,-2.04784e-02,-2.59908e-02,-6.57211e-02,-1.20869e-01,-1.82077e-01,-2.41694e-01,-2.95487e-01,-3.41817e-01,-3.80525e-01,-4.12165e-01,-4.37570e-01,-4.57626e-01,-4.73167e-01,-4.84935e-01,-4.93567e-01,-4.99603e-01,-5.03496e-01,-5.05723e-01
 397884.79,6426078.15,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.90603e-15,-4.72646e-09,-8.95959e-07,-1.46604e-05,-8.85828e-05,-3.20319e-04,-8.48659e-04,-1.83343e-03,-3.45367e-03,-5.90647e-03,-9.38590e-03,-1.40908e-02,-2.02827e-02,-2.82855e-02,-3.84014e-02,-5.08412e-02,-6.56983e-02,-8.29453e-02,-1.02443e-01,-1.23975e-01,-2.52154e-01,-3.87547e-01,-5.05105e-01,-5.96953e-01,-6.64448e-01,-7.11846e-01,-7.43590e-01,-7.63460e-01,-7.74437e-01,-7.78800e-01,-7.78267e-01,-7.74126e-01,-7.67345e-01,-7.58652e-01,-7.48592e-01,-7.37524e-01
 397361.58,6427298.96,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-4.20230e-12,-1.84265e-07,-9.05874e-06,-7.77843e-05,-3.23298e-04,-9.11366e-04,-2.01740e-03,-3.82564e-03,-6.54268e-03,-1.03706e-02,-1.54853e-02,-2.21481e-02,-3.07245e-02,-4.15495e-02,-5.48073e-02,-7.05392e-02,-8.86536e-02,-1.08955e-01,-1.31158e-01,-1.54969e-01,-2.87102e-01,-4.16023e-01,-5.22984e-01,-6.04565e-01,-6.63721e-01,-7.04882e-01,-7.32183e-01,-7.49007e-01,-7.57982e-01,-7.61106e-01,-7.59884e-01,-7.55449e-01,-7.48654e-01,-7.40141e-01,-7.30400e-01,-7.19805e-01
 397431.34,6428327.93,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,-1.26583e-08,-1.42744e-05,-2.05586e-04,-9.50953e-04,-2.69276e-03,-5.75873e-03,-1.04187e-02,-1.70394e-02,-2.59268e-02,-3.71991e-02,-5.13118e-02,-6.91909e-02,-9.13639e-02,-1.17681e-01,-1.47650e-01,-1.80605e-01,-2.15777e-01,-2.52431e-01,-2.89932e-01,-3.27711e-01,-5.04984e-01,-6.40800e-01,-7.33199e-01,-7.92237e-01,-8.27680e-01,-8.46796e-01,-8.54656e-01,-8.54750e-01,-8.49486e-01,-8.40542e-01,-8.29096e-01,-8.15984e-01,-8.01802e-01,-7.86979e-01,-7.71827e-01,-7.56500e-01
