ElementID, Easting, Northing,t=1,t=2,t=3,t=4,t=5,t=6,t=7,t=8,t=9,t=10,t=11,t=12,t=13,t=14,t=15,t=16,t=17,t=18,t=19,t=20,t=21,t=22,t=23,t=24,t=25,t=26,t=27,t=32,t=37,t=42,t=47,t=52,t=57,t=62,t=67,t=72,t=77,t=82,t=87,t=92,t=97,t=102,t=107
GW079758_ECON_156,4.014970e+05,6.440788e+06,-2.533440e-13,-8.458207e-09,-4.138800e-07,-3.703053e-06,-1.633779e-05,-4.970651e-05,-1.199641e-04,-2.465978e-04,-4.505335e-04,-7.528399e-04,-1.172969e-03,-1.728831e-03,-2.435544e-03,-3.303443e-03,-4.337669e-03,-5.538572e-03,-6.902508e-03,-8.422216e-03,-1.011639e-02,-1.241480e-02,-1.563258e-02,-1.980479e-02,-2.483052e-02,-3.050139e-02,-3.657318e-02,-4.287917e-02,-4.937256e-02,-8.278153e-02,-1.049341e-01,-1.203846e-01,-1.337580e-01,-1.462916e-01,-1.581870e-01,-1.693846e-01,-1.797824e-01,-1.893042e-01,-1.979142e-01,-2.056139e-01,-2.124338e-01,-2.184235e-01,-2.236437e-01,-2.283230e-01,-2.321922e-01
GW079759_ECON_151,4.011760e+05,6.438783e+06,-2.752237e-24,2.389785e-20,-1.662325e-16,-1.930565e-13,-1.114854e-11,-1.834355e-10,-1.491897e-09,-7.799004e-09,-3.021417e-08,-9.424879e-08,-2.505644e-07,-5.851044e-07,-1.233859e-06,-2.394361e-06,-4.336123e-06,-7.407762e-06,-1.204054e-05,-1.874827e-05,-2.812289e-05,-4.082488e-05,-5.757242e-05,-7.914133e-05,-1.064392e-04,-1.406599e-04,-1.834303e-04,-2.368712e-04,-3.035469e-04,-9.366424e-04,-2.287829e-03,-4.430735e-03,-7.165613e-03,-1.026544e-02,-1.358451e-02,-1.704428e-02,-2.060175e-02,-2.422906e-02,-2.790351e-02,-3.160377e-02,-3.530897e-02,-3.899911e-02,-4.265570e-02,-4.624754e-02,-4.979583e-02
GW079760_ECON_145,3.998210e+05,6.445976e+06,-3.678938e-13,-2.811180e-08,-1.616162e-06,-1.497286e-05,-6.579310e-05,-1.969981e-04,-4.661503e-04,-9.383117e-04,-1.678474e-03,-2.748632e-03,-4.196408e-03,-6.069815e-03,-8.406356e-03,-1.124378e-02,-1.471497e-02,-1.910408e-02,-2.472494e-02,-3.181355e-02,-4.060604e-02,-5.136475e-02,-6.439337e-02,-7.986675e-02,-9.764701e-02,-1.174594e-01,-1.390116e-01,-1.619990e-01,-1.861684e-01,-3.169167e-01,-4.301947e-01,-5.005944e-01,-5.393768e-01,-5.588305e-01,-5.667265e-01,-5.676136e-01,-5.642142e-01,-5.582038e-01,-5.506454e-01,-5.422269e-01,-5.334031e-01,-5.244727e-01,-5.156347e-01,-5.074597e-01,-4.990606e-01
GW079761_ECON_137,3.999960e+05,6.443251e+06,-3.573856e-18,-5.041732e-13,-7.349258e-10,-3.571936e-08,-4.279927e-07,-2.506648e-06,-9.670500e-06,-2.847842e-05,-6.939333e-05,-1.466543e-04,-2.790192e-04,-4.869638e-04,-7.929776e-04,-1.220493e-03,-1.793122e-03,-2.535510e-03,-3.476444e-03,-4.650971e-03,-6.099015e-03,-7.862864e-03,-9.988104e-03,-1.252184e-02,-1.551443e-02,-1.900595e-02,-2.302440e-02,-2.759135e-02,-3.272172e-02,-6.642964e-02,-1.107021e-01,-1.577205e-01,-2.006512e-01,-2.369042e-01,-2.663949e-01,-2.899475e-01,-3.085395e-01,-3.230719e-01,-3.343117e-01,-3.428928e-01,-3.493283e-01,-3.540330e-01,-3.573398e-01,-3.596536e-01,-3.610258e-01
GW079762_ECON_136,3.999780e+05,6.446008e+06,-8.637663e-12,-1.520562e-07,-5.611969e-06,-4.159684e-05,-1.597970e-04,-4.362778e-04,-9.622338e-04,-1.829894e-03,-3.122187e-03,-4.913414e-03,-7.242971e-03,-1.017480e-02,-1.373357e-02,-1.798028e-02,-2.321353e-02,-2.994253e-02,-3.857713e-02,-4.935896e-02,-6.259977e-02,-7.864731e-02,-9.789731e-02,-1.203322e-01,-1.454481e-01,-1.727175e-01,-2.016698e-01,-2.318846e-01,-2.631014e-01,-4.235119e-01,-5.442982e-01,-6.072791e-01,-6.354527e-01,-6.446844e-01,-6.435682e-01,-6.367210e-01,-6.267097e-01,-6.150443e-01,-6.026308e-01,-5.900276e-01,-5.775798e-01,-5.654964e-01,-5.539034e-01,-5.433508e-01,-5.327332e-01
GW079763_ECON_176,3.999760e+05,6.446193e+06,-2.014451e-12,-7.177346e-08,-3.317182e-06,-2.744148e-05,-1.123438e-04,-3.200012e-04,-7.283866e-04,-1.420110e-03,-2.472638e-03,-3.955633e-03,-5.917142e-03,-8.412031e-03,-1.147259e-02,-1.514454e-02,-1.964273e-02,-2.538449e-02,-3.276158e-02,-4.202603e-02,-5.345861e-02,-6.737104e-02,-8.412792e-02,-1.038359e-01,-1.261541e-01,-1.506380e-01,-1.768872e-01,-2.045256e-01,-2.332638e-01,-3.839858e-01,-5.042727e-01,-5.715743e-01,-6.044695e-01,-6.178328e-01,-6.201436e-01,-6.161054e-01,-6.084221e-01,-5.987109e-01,-5.879659e-01,-5.768095e-01,-5.656328e-01,-5.546786e-01,-5.440963e-01,-5.343760e-01,-5.246425e-01
GW079764_ECON_158,4.000030e+05,6.446193e+06,-3.565593e-12,-9.741784e-08,-4.147519e-06,-3.293000e-05,-1.315420e-04,-3.684483e-04,-8.280367e-04,-1.597902e-03,-2.758606e-03,-4.380939e-03,-6.513626e-03,-9.212051e-03,-1.250635e-02,-1.644669e-02,-2.128226e-02,-2.747573e-02,-3.543534e-02,-4.541164e-02,-5.770021e-02,-7.262626e-02,-9.057256e-02,-1.116034e-01,-1.353053e-01,-1.611864e-01,-1.888119e-01,-2.177829e-01,-2.478154e-01,-4.038888e-01,-5.252441e-01,-5.909479e-01,-6.217767e-01,-6.332110e-01,-6.338493e-01,-6.283924e-01,-6.195060e-01,-6.087722e-01,-5.971536e-01,-5.852467e-01,-5.734214e-01,-5.619039e-01,-5.508297e-01,-5.407519e-01,-5.306341e-01
GW079767_ECON_177,3.999010e+05,6.445853e+06,-5.425710e-12,-1.108439e-07,-4.306701e-06,-3.287937e-05,-1.288969e-04,-3.573898e-04,-7.983371e-04,-1.534931e-03,-2.644222e-03,-4.196008e-03,-6.234019e-03,-8.816760e-03,-1.197331e-02,-1.575689e-02,-2.041153e-02,-2.637117e-02,-3.401172e-02,-4.357170e-02,-5.533816e-02,-6.962868e-02,-8.680908e-02,-1.069171e-01,-1.295836e-01,-1.543624e-01,-1.808249e-01,-2.085884e-01,-2.374278e-01,-3.876590e-01,-5.055767e-01,-5.707210e-01,-6.022281e-01,-6.147633e-01,-6.166042e-01,-6.123472e-01,-6.045747e-01,-5.948373e-01,-5.840758e-01,-5.728853e-01,-5.616438e-01,-5.505902e-01,-5.398776e-01,-5.301709e-01,-5.202036e-01
GW079768_ECON_138,3.999810e+05,6.446210e+06,-1.956785e-12,-7.084570e-08,-3.290421e-06,-2.728246e-05,-1.118306e-04,-3.187831e-04,-7.260016e-04,-1.416024e-03,-2.466283e-03,-3.946393e-03,-5.905026e-03,-8.395785e-03,-1.145161e-02,-1.511807e-02,-1.960948e-02,-2.534271e-02,-3.270954e-02,-4.196221e-02,-5.338112e-02,-6.727743e-02,-8.401649e-02,-1.037059e-01,-1.260090e-01,-1.504796e-01,-1.767139e-01,-2.043383e-01,-2.330698e-01,-3.837896e-01,-5.041580e-01,-5.715592e-01,-6.045282e-01,-6.179444e-01,-6.202883e-01,-6.162721e-01,-6.086029e-01,-5.989029e-01,-5.881679e-01,-5.770217e-01,-5.658564e-01,-5.549147e-01,-5.443455e-01,-5.346808e-01,-5.249115e-01
GW079769_ECON_140,3.999700e+05,6.446210e+06,-1.542406e-12,-6.249951e-08,-3.002554e-06,-2.531986e-05,-1.048402e-04,-3.009235e-04,-6.889187e-04,-1.349358e-03,-2.358379e-03,-3.784716e-03,-5.677465e-03,-8.089728e-03,-1.105510e-02,-1.461752e-02,-1.897867e-02,-2.453810e-02,-3.168046e-02,-4.065817e-02,-5.174628e-02,-6.524997e-02,-8.152705e-02,-1.006969e-01,-1.224555e-01,-1.463789e-01,-1.720713e-01,-1.991618e-01,-2.273766e-01,-3.759374e-01,-4.958095e-01,-5.637940e-01,-5.975672e-01,-6.117440e-01,-6.147507e-01,-6.113014e-01,-6.041137e-01,-5.948242e-01,-5.844406e-01,-5.735966e-01,-5.626926e-01,-5.519784e-01,-5.416080e-01,-5.322276e-01,-5.224935e-01
GW079771_ECON_74,4.002680e+05,6.445796e+06,-7.001459e-09,-6.484633e-06,-8.785123e-05,-3.950669e-04,-1.126507e-03,-2.498066e-03,-4.693212e-03,-7.841147e-03,-1.202128e-02,-1.717443e-02,-2.366913e-02,-3.115488e-02,-3.976352e-02,-5.016410e-02,-6.403012e-02,-8.237294e-02,-1.050274e-01,-1.323751e-01,-1.650855e-01,-2.038126e-01,-2.485038e-01,-2.966497e-01,-3.464696e-01,-3.970205e-01,-4.476920e-01,-4.982450e-01,-5.487030e-01,-7.725412e-01,-8.691536e-01,-8.861317e-01,-8.734504e-01,-8.499562e-01,-8.225372e-01,-7.944927e-01,-7.671047e-01,-7.410341e-01,-7.165228e-01,-6.936638e-01,-6.724334e-01,-6.527734e-01,-6.346008e-01,-6.184075e-01,-6.025190e-01
GW080054_ECON_149,4.028880e+05,6.446898e+06,-7.008923e-06,-6.136670e-04,-3.706126e-03,-1.091344e-02,-2.364019e-02,-4.243405e-02,-6.700230e-02,-9.672170e-02,-2.364829e-01,-4.953606e-01,-7.732005e-01,-1.055138e+00,-1.300932e+00,-1.553095e+00,-1.769784e+00,-1.857342e+00,-2.031513e+00,-2.170179e+00,-2.294027e+00,-2.530161e+00,-2.749486e+00,-2.966498e+00,-3.174008e+00,-3.363212e+00,-3.086542e+00,-2.854978e+00,-2.688078e+00,-2.274455e+00,-2.019771e+00,-1.805100e+00,-1.630603e+00,-1.488176e+00,-1.371380e+00,-1.274438e+00,-1.193098e+00,-1.124128e+00,-1.065064e+00,-1.013902e+00,-9.691987e-01,-9.299100e-01,-8.951567e-01,-8.634224e-01,-8.347976e-01
GW080055_ECON_150,4.027190e+05,6.446918e+06,-1.233863e-05,-7.841106e-04,-4.258882e-03,-1.199576e-02,-2.532703e-02,-4.466378e-02,-6.964242e-02,-9.963220e-02,-2.538777e-01,-5.267090e-01,-8.047569e-01,-1.085798e+00,-1.325478e+00,-1.577925e+00,-1.788548e+00,-1.858213e+00,-2.045582e+00,-2.177973e+00,-2.300388e+00,-2.551539e+00,-2.766540e+00,-2.983316e+00,-3.189557e+00,-3.376347e+00,-3.036638e+00,-2.818604e+00,-2.660773e+00,-2.264215e+00,-2.013471e+00,-1.800579e+00,-1.627099e+00,-1.485369e+00,-1.368979e+00,-1.272317e+00,-1.191213e+00,-1.122417e+00,-1.063479e+00,-1.012434e+00,-9.678554e-01,-9.286460e-01,-8.939057e-01,-8.625581e-01,-8.339125e-01
GW080056_ECON_152,4.027220e+05,6.446918e+06,-1.222094e-05,-7.799169e-04,-4.244550e-03,-1.196710e-02,-2.528182e-02,-4.460361e-02,-6.957116e-02,-9.955413e-02,-2.534152e-01,-5.258731e-01,-8.039359e-01,-1.085034e+00,-1.324915e+00,-1.577395e+00,-1.788214e+00,-1.858392e+00,-2.045448e+00,-2.178031e+00,-2.300515e+00,-2.551277e+00,-2.766400e+00,-2.983208e+00,-3.189521e+00,-3.376406e+00,-3.038397e+00,-2.820041e+00,-2.661927e+00,-2.264753e+00,-2.013854e+00,-1.800869e+00,-1.627321e+00,-1.485550e+00,-1.369116e+00,-1.272439e+00,-1.191317e+00,-1.122506e+00,-1.063556e+00,-1.012501e+00,-9.679149e-01,-9.286989e-01,-8.939522e-01,-8.630377e-01,-8.345129e-01
GW080057_ECON_146,4.027140e+05,6.446868e+06,-7.046585e-06,-6.049893e-04,-3.627270e-03,-1.067839e-02,-2.315209e-02,-4.160870e-02,-6.578770e-02,-9.509317e-02,-2.328658e-01,-4.881069e-01,-7.631996e-01,-1.043379e+00,-1.288467e+00,-1.539923e+00,-1.756248e+00,-1.845535e+00,-2.019940e+00,-2.158693e+00,-2.283018e+00,-2.517243e+00,-2.735310e+00,-2.952252e+00,-3.160260e+00,-3.349918e+00,-3.080286e+00,-2.855048e+00,-2.689212e+00,-2.275811e+00,-2.022849e+00,-1.807860e+00,-1.632806e+00,-1.490073e+00,-1.372835e+00,-1.275553e+00,-1.193957e+00,-1.124768e+00,-1.065505e+00,-1.014208e+00,-9.694457e-01,-9.300791e-01,-8.951748e-01,-8.635596e-01,-8.348607e-01
GW080058_ECON_142,4.027880e+05,6.446780e+06,-2.230653e-06,-3.815922e-04,-2.798953e-03,-8.949347e-03,-2.032061e-02,-3.769444e-02,-6.096282e-02,-8.957323e-02,-2.034044e-01,-4.335040e-01,-7.050390e-01,-9.853731e-01,-1.239908e+00,-1.491541e+00,-1.717920e+00,-1.837564e+00,-1.993764e+00,-2.141957e+00,-2.269600e+00,-2.480343e+00,-2.703919e+00,-2.922010e+00,-3.132660e+00,-3.327100e+00,-3.161886e+00,-2.925051e+00,-2.746302e+00,-2.302388e+00,-2.041697e+00,-1.822736e+00,-1.644614e+00,-1.499547e+00,-1.380616e+00,-1.282042e+00,-1.199414e+00,-1.129396e+00,-1.069484e+00,-1.017660e+00,-9.724046e-01,-9.326267e-01,-8.974746e-01,-8.654822e-01,-8.366122e-01
GW080059_ECON_179,4.028660e+05,6.446786e+06,-2.786288e-06,-4.150476e-04,-2.949623e-03,-9.308459e-03,-2.097811e-02,-3.870865e-02,-6.235614e-02,-9.134577e-02,-2.080628e-01,-4.416999e-01,-7.149260e-01,-9.960943e-01,-1.250320e+00,-1.502219e+00,-1.727794e+00,-1.844081e+00,-2.001437e+00,-2.148855e+00,-2.276041e+00,-2.489307e+00,-2.712930e+00,-2.930893e+00,-3.141359e+00,-3.335351e+00,-3.159019e+00,-2.920438e+00,-2.742541e+00,-2.301257e+00,-2.040349e+00,-1.821466e+00,-1.643630e+00,-1.498721e+00,-1.379979e+00,-1.281535e+00,-1.198996e+00,-1.129063e+00,-1.069223e+00,-1.017436e+00,-9.722152e-01,-9.324938e-01,-8.973984e-01,-8.653978e-01,-8.364001e-01
GW080060_ECON_153,4.022740e+05,6.446469e+06,-1.192415e-04,-2.513909e-03,-9.637722e-03,-2.298975e-02,-4.341532e-02,-7.032527e-02,-1.026736e-01,-1.395274e-01,-2.447691e-01,-4.204421e-01,-6.068159e-01,-7.976346e-01,-9.888896e-01,-1.213024e+00,-1.418418e+00,-1.540110e+00,-1.738233e+00,-1.912394e+00,-2.080689e+00,-2.313334e+00,-2.503858e+00,-2.685875e+00,-2.863385e+00,-3.025847e+00,-2.902702e+00,-2.817531e+00,-2.752879e+00,-2.430788e+00,-2.089691e+00,-1.840176e+00,-1.649098e+00,-1.498168e+00,-1.375667e+00,-1.274672e+00,-1.190121e+00,-1.118509e+00,-1.057203e+00,-1.004187e+00,-9.579618e-01,-9.173480e-01,-8.814188e-01,-8.492036e-01,-8.200346e-01
GW080061_ECON_148,4.019790e+05,6.445562e+06,-9.434624e-03,-3.363750e-02,-6.950148e-02,-1.176005e-01,-1.716411e-01,-2.289486e-01,-2.887452e-01,-3.510346e-01,-4.174538e-01,-4.816911e-01,-5.411549e-01,-5.972084e-01,-8.514732e-01,-1.154269e+00,-1.333167e+00,-1.496468e+00,-1.880768e+00,-2.093681e+00,-2.401515e+00,-2.579515e+00,-2.601652e+00,-2.751378e+00,-2.882272e+00,-2.982915e+00,-3.105443e+00,-3.171954e+00,-3.226288e+00,-2.678727e+00,-2.190745e+00,-1.886783e+00,-1.669917e+00,-1.506364e+00,-1.376001e+00,-1.269591e+00,-1.180701e+00,-1.105500e+00,-1.041087e+00,-9.854284e-01,-9.369086e-01,-8.943070e-01,-8.567524e-01,-8.231701e-01,-7.928388e-01
GW080063_ECON_180,4.015170e+05,6.445880e+06,-1.740089e-03,-1.181922e-02,-3.012787e-02,-5.831695e-02,-9.443415e-02,-1.359508e-01,-1.814716e-01,-2.301352e-01,-2.822117e-01,-3.376667e-01,-3.919735e-01,-4.445236e-01,-6.255571e-01,-8.740179e-01,-1.065584e+00,-1.236179e+00,-1.544179e+00,-1.775227e+00,-2.145779e+00,-2.363738e+00,-2.431901e+00,-2.570982e+00,-2.701781e+00,-2.807720e+00,-2.927262e+00,-3.005326e+00,-3.067283e+00,-2.604057e+00,-2.125024e+00,-1.835392e+00,-1.629522e+00,-1.473383e+00,-1.348663e+00,-1.246381e+00,-1.160699e+00,-1.087988e+00,-1.025548e+00,-9.714479e-01,-9.242082e-01,-8.826837e-01,-8.459532e-01,-8.133735e-01,-7.833665e-01
GW080064_ECON_186,4.016430e+05,6.445805e+06,-2.109385e-03,-1.373396e-02,-3.454499e-02,-6.629726e-02,-1.065660e-01,-1.524267e-01,-2.022984e-01,-2.552386e-01,-3.116187e-01,-3.713273e-01,-4.295445e-01,-4.849705e-01,-6.869998e-01,-9.587206e-01,-1.159190e+00,-1.336386e+00,-1.671539e+00,-1.911206e+00,-2.231483e+00,-2.447084e+00,-2.517534e+00,-2.654988e+00,-2.786190e+00,-2.893395e+00,-3.013479e+00,-3.092048e+00,-3.153918e+00,-2.675024e+00,-2.171210e+00,-1.868310e+00,-1.655259e+00,-1.493840e+00,-1.365558e+00,-1.260513e+00,-1.172761e+00,-1.098395e+00,-1.034637e+00,-9.794723e-01,-9.313547e-01,-8.890963e-01,-8.517431e-01,-8.178202e-01,-7.878231e-01
GW080065_ECON_154,4.017240e+05,6.445741e+06,-1.121350e-03,-1.061626e-02,-2.956941e-02,-5.961117e-02,-9.916398e-02,-1.451238e-01,-1.954943e-01,-2.490660e-01,-3.058414e-01,-3.656466e-01,-4.257690e-01,-4.831954e-01,-6.556601e-01,-9.093192e-01,-1.122628e+00,-1.307001e+00,-1.609816e+00,-1.864813e+00,-2.160673e+00,-2.395689e+00,-2.501366e+00,-2.628854e+00,-2.760307e+00,-2.873120e+00,-2.991736e+00,-3.079917e+00,-3.146660e+00,-2.730115e+00,-2.204555e+00,-1.891473e+00,-1.672756e+00,-1.507601e+00,-1.376823e+00,-1.269941e+00,-1.180795e+00,-1.105333e+00,-1.040736e+00,-9.848879e-01,-9.361864e-01,-8.934596e-01,-8.557441e-01,-8.222436e-01,-7.916224e-01
GW080066_ECON_155,4.017760e+05,6.445912e+06,-1.080771e-03,-1.047817e-02,-2.950466e-02,-5.967806e-02,-9.947198e-02,-1.456975e-01,-1.962844e-01,-2.500123e-01,-3.068874e-01,-3.675643e-01,-4.275989e-01,-4.852366e-01,-6.630714e-01,-9.215606e-01,-1.134453e+00,-1.317914e+00,-1.626236e+00,-1.879613e+00,-2.176129e+00,-2.407744e+00,-2.506798e+00,-2.634540e+00,-2.765537e+00,-2.876798e+00,-2.995164e+00,-3.082203e+00,-3.147291e+00,-2.716383e+00,-2.196811e+00,-1.887101e+00,-1.669215e+00,-1.505129e+00,-1.374751e+00,-1.268258e+00,-1.179348e+00,-1.104113e+00,-1.039663e+00,-9.839400e-01,-9.353777e-01,-8.927532e-01,-8.551163e-01,-8.216487e-01,-7.910534e-01
GW080067_ECON_178,4.020160e+05,6.446069e+06,-3.600357e-03,-1.957222e-02,-4.618591e-02,-8.507581e-02,-1.322918e-01,-1.842763e-01,-2.395067e-01,-2.972613e-01,-3.585172e-01,-4.225620e-01,-4.837082e-01,-5.412882e-01,-7.905410e-01,-1.096455e+00,-1.285859e+00,-1.455156e+00,-1.837035e+00,-2.059195e+00,-2.368136e+00,-2.555793e+00,-2.583562e+00,-2.727075e+00,-2.856734e+00,-2.957207e+00,-3.077871e+00,-3.144566e+00,-3.197938e+00,-2.643013e+00,-2.160148e+00,-1.864288e+00,-1.653114e+00,-1.492937e+00,-1.365042e+00,-1.260296e+00,-1.172673e+00,-1.098437e+00,-1.034776e+00,-9.796853e-01,-9.316669e-01,-8.894879e-01,-8.521747e-01,-8.190580e-01,-7.887381e-01
GW080126_ECON_160,4.019800e+05,6.445458e+06,-2.486242e-02,-7.491404e-02,-1.401475e-01,-2.189104e-01,-2.968777e-01,-3.726844e-01,-4.479188e-01,-5.248530e-01,-6.072226e-01,-6.766471e-01,-7.277861e-01,-7.735240e-01,-9.869719e-01,-1.252396e+00,-1.416274e+00,-1.557875e+00,-1.884340e+00,-2.087590e+00,-2.355236e+00,-2.521746e+00,-2.555138e+00,-2.683274e+00,-2.801154e+00,-2.895340e+00,-3.007453e+00,-3.075912e+00,-3.131010e+00,-2.662190e+00,-2.187208e+00,-1.887848e+00,-1.672369e+00,-1.509131e+00,-1.378598e+00,-1.271888e+00,-1.182652e+00,-1.107148e+00,-1.042443e+00,-9.864934e-01,-9.377595e-01,-8.949952e-01,-8.571486e-01,-8.230349e-01,-7.930114e-01
GW080288_ECON_5,4.004360e+05,6.432706e+06,-1.651503e-44,-3.233672e-45,1.694854e-42,-3.000179e-40,-3.724520e-35,-9.487610e-32,-2.925161e-29,9.944096e-22,1.878896e-17,-1.669127e-13,-6.354031e-11,-2.302810e-09,-2.757289e-08,-1.753048e-07,-7.451486e-07,-2.402229e-06,-6.663506e-06,-1.534569e-05,-3.148391e-05,-5.898965e-05,-1.036703e-04,-1.718615e-04,-2.714264e-04,-4.118815e-04,-6.059633e-04,-8.656390e-04,-1.205264e-03,-4.639742e-03,-1.205069e-02,-2.386833e-02,-3.930320e-02,-5.704057e-02,-7.582329e-02,-9.467905e-02,-1.129447e-01,-1.302098e-01,-1.462491e-01,-1.609630e-01,-1.743348e-01,-1.863988e-01,-1.972191e-01,-2.068771e-01,-2.159491e-01
GW080321_ECON_65,3.992820e+05,6.456589e+06,-4.827637e-65,-8.827522e-65,-1.945026e-64,-5.882359e-64,-3.565481e-63,-2.333782e-62,-9.950943e-62,9.980985e-62,-2.371029e-58,-3.607666e-23,-3.921357e-23,-2.420201e-23,7.622401e-23,2.834139e-22,5.736793e-22,9.868339e-22,2.523328e-21,1.113929e-20,5.047522e-20,1.961673e-19,6.552505e-19,1.916785e-18,4.961813e-18,1.134025e-17,2.238012e-17,3.544504e-17,3.219168e-17,-2.657746e-09,-1.908323e-07,-2.967524e-06,-1.996721e-05,-8.099338e-05,-2.355488e-04,-5.433412e-04,-1.060164e-03,-1.827097e-03,-2.865982e-03,-4.180035e-03,-5.757291e-03,-7.574975e-03,-9.603667e-03,-1.181267e-02,-1.416637e-02
GW080339_ECON_6,4.003390e+05,6.427228e+06,9.974835e-59,2.738224e-58,9.793344e-58,-6.945167e-57,-1.431879e-55,-8.740011e-55,2.906331e-52,-5.661528e-01,-1.024045e+00,-1.463465e+00,-1.465242e+00,-2.160688e+00,-2.740760e+00,-3.009492e+00,-2.969215e+00,-5.259836e+00,-6.211292e+00,-6.002038e+00,-6.042372e+00,-6.286268e+00,-6.103855e+00,-6.012497e+00,-5.959739e+00,-5.782008e+00,-5.739114e+00,-5.412483e+00,-5.101736e+00,-4.068177e+00,-3.427096e+00,-2.985089e+00,-2.654787e+00,-2.397443e+00,-2.190261e+00,-2.018989e+00,-1.874931e+00,-1.751357e+00,-1.644356e+00,-1.550651e+00,-1.467328e+00,-1.393360e+00,-1.327061e+00,-1.266670e+00,-1.208622e+00
GW080357_ECON_63,4.002960e+05,6.454380e+06,-8.860755e-41,1.138197e-38,1.417570e-37,1.404351e-36,7.550016e-32,2.846506e-28,1.128777e-25,1.094406e-23,4.146637e-22,-3.549983e-19,-7.646197e-19,-5.776768e-19,-2.889164e-18,1.276797e-17,6.933772e-17,1.963085e-16,2.558897e-16,-7.282567e-16,-6.715826e-15,-3.081743e-14,-1.997175e-12,-2.752362e-10,-6.231495e-09,-5.596655e-08,-3.009931e-07,-1.185279e-06,-3.764994e-06,-1.691458e-04,-1.296102e-03,-4.568985e-03,-1.063599e-02,-1.922927e-02,-2.959643e-02,-4.096345e-02,-5.271099e-02,-6.439454e-02,-7.571763e-02,-8.649561e-02,-9.662441e-02,-1.060561e-01,-1.147808e-01,-1.228133e-01,-1.301814e-01
GW080484_ECON_86,4.027340e+05,6.414554e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.602616e-44,-3.731156e-44,-5.421092e-44,-5.047123e-44,-3.696096e-44,-1.812297e-44,1.288773e-44,-1.419920e-24,-2.350223e-24,-2.750742e-24,5.631341e-26,5.403602e-24,1.704977e-23,3.177053e-23,3.560047e-23,-1.106441e-23,-1.775307e-22,-7.842017e-22,-1.158393e-18,-2.603730e-16,-1.511615e-14,-3.658125e-13,-4.839008e-12,-4.125476e-11,-2.519101e-10,-1.183288e-09,-4.499628e-09,-1.439062e-08,-3.986667e-08,-9.792505e-08,-2.173006e-07,-4.422959e-07,-8.361007e-07,-2.567660e-06
GW080487_ECON_62,4.012040e+05,6.454014e+06,3.205812e-36,3.126859e-35,7.141720e-34,1.266760e-29,1.079158e-25,5.134993e-23,4.677677e-21,1.513353e-19,2.449662e-18,-3.548988e-17,9.846289e-17,7.589080e-16,2.957871e-15,7.998013e-15,1.440311e-14,4.388637e-15,-9.868064e-14,-5.400047e-13,-1.984493e-12,-8.177369e-10,-1.217944e-07,-1.803044e-06,-1.066181e-05,-4.120000e-05,-1.246056e-04,-3.131601e-04,-6.742358e-04,-7.309071e-03,-2.498889e-02,-5.228369e-02,-8.325188e-02,-1.135004e-01,-1.411300e-01,-1.655326e-01,-1.866695e-01,-2.047547e-01,-2.200968e-01,-2.330298e-01,-2.438767e-01,-2.529343e-01,-2.604656e-01,-2.666956e-01,-2.718317e-01
GW080571_ECON_76,4.031290e+05,6.414366e+06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.059709e-45,-7.588509e-45,-1.130853e-44,-1.129801e-44,-9.667618e-45,-7.348550e-45,-3.124739e-45,-1.748190e-25,-3.369600e-25,-4.796729e-25,-2.696250e-25,3.140137e-25,1.871225e-24,4.351984e-24,6.410098e-24,3.306026e-24,-1.297504e-23,-7.136815e-23,-1.117661e-19,-2.919487e-17,-1.884260e-15,-4.937946e-14,-6.952821e-13,-6.236354e-12,-3.973724e-11,-1.936077e-10,-7.600965e-10,-2.500384e-09,-7.102723e-09,-1.784258e-08,-4.040155e-08,-8.374908e-08,-1.609615e-07,-1.429709e-06
GW080577_ECON_64,4.009670e+05,6.459322e+06,-3.125002e-52,-1.971928e-51,-5.648198e-51,2.130018e-50,-4.331372e-50,-9.910039e-48,-2.432415e-44,-8.992506e-41,-5.760622e-38,2.697017e-26,1.536514e-26,-1.156111e-27,-5.639045e-26,-1.231836e-25,-1.332672e-25,3.644849e-26,5.515621e-25,9.688590e-25,1.774357e-24,6.226046e-24,2.779498e-23,1.157218e-22,4.043951e-22,1.505584e-21,3.191006e-20,8.634347e-19,1.269215e-17,-4.136367e-13,-2.015257e-10,-1.058768e-08,-1.681870e-07,-1.291135e-06,-6.158907e-06,-2.111338e-05,-5.695103e-05,-1.283891e-04,-2.522927e-04,-4.454311e-04,-7.224967e-04,-1.094782e-03,-1.569572e-03,-2.150164e-03,-2.836149e-03
