# FaultID,X,Y,Top Coal Seam
 1, 404312.56,6445404.98, 2
 1, 404360.96,6446005.81, 2
 2, 400839.40,6454107.09, 5
 2, 401005.20,6454963.11, 5
 3, 401162.80,6456787.50, 4
 3, 400966.70,6457566.85, 4
 4, 399760.33,6437700.56, 1
 4, 399725.10,6438920.19, 1
 5, 402749.48,6446734.09, 4
 5, 403049.45,6447561.53, 4
 6, 400607.46,6455442.18, 9
 6, 400550.86,6455998.31, 9
 7, 401066.89,6441420.88, 5
 7, 400883.47,6442594.24, 5
 8, 399833.66,6441490.40, 3
 8, 399403.25,6442580.13, 3
 9, 400472.68,6443670.36, 1
 9, 400769.68,6444479.15, 1
10, 399984.03,6442292.67, 2
10, 399819.79,6442980.40, 2
11, 402375.80,6450440.56, 4
11, 402497.12,6451040.02, 4
12, 404430.38,6446937.44, 5
12, 404464.25,6448093.54, 5
13, 403740.23,6440925.96, 6
13, 403451.33,6441677.42, 6
14, 401436.03,6446490.95,10
14, 401244.14,6447025.18,10
15, 403706.26,6440494.41, 1
15, 403632.38,6441378.18, 1
16, 400234.35,6445576.46, 1
16, 400210.83,6446313.27, 1
17, 403137.96,6456470.13, 8
17, 402842.43,6457532.22, 8
18, 402404.32,6449562.07, 2
18, 402483.61,6450076.72, 2
19, 402592.43,6451558.98,10
19, 403017.32,6452951.29,10
20, 404267.07,6456714.09, 9
20, 404265.20,6457906.61, 9
21, 401717.98,6448601.75, 9
21, 402142.89,6449832.52, 9
22, 399898.45,6441293.21, 9
22, 400028.40,6441885.92, 9
23, 403650.67,6438693.61, 7
23, 403770.71,6439308.19, 7
24, 401757.81,6454455.90, 6
24, 401417.00,6455336.43, 6
25, 403033.18,6439743.96, 7
25, 403068.45,6440629.39, 7
26, 403822.70,6440254.43, 3
26, 403949.91,6440920.85, 3
27, 397719.77,6447073.94, 7
27, 397864.34,6447880.39, 7
28, 401674.33,6449146.65, 3
28, 401584.71,6449814.25, 3
29, 398446.34,6441151.24, 3
29, 398229.37,6442071.61, 3
30, 400780.72,6441025.78, 6
30, 400779.44,6442121.24, 6
31, 402333.65,6441866.59, 7
31, 402260.04,6442424.14, 7
32, 402124.47,6456360.90, 6
32, 402270.69,6457531.90, 6
33, 398748.61,6441000.24, 9
33, 398560.38,6441914.19, 9
34, 403013.45,6439387.08, 8
34, 403059.10,6439946.60, 8
35, 401255.35,6453927.85, 4
35, 400954.02,6454785.49, 4
36, 399751.63,6446976.60, 8
36, 399842.42,6448082.34, 8
37, 401303.82,6456589.06, 3
37, 401528.13,6457318.40, 3
38, 402032.39,6440313.08, 7
38, 401898.72,6440861.59, 7
39, 400445.42,6442557.51, 3
39, 400455.88,6443250.48, 3
40, 400088.54,6439772.42, 6
40, 400266.01,6441109.82, 6
