# FaultID,X,Y,Top Coal Seam
 1, 400402.27,6442510.44, 1
 1, 400529.25,6443803.28, 1
 2, 399593.90,6449286.72, 6
 2, 399257.29,6450274.00, 6
 3, 398860.24,6448508.07, 8
 3, 398737.81,6449018.00, 8
 4, 397816.94,6443952.13, 3
 4, 398009.22,6444523.09, 3
 5, 401125.35,6446890.62, 3
 5, 401310.90,6448500.64, 3
 6, 400152.40,6447444.63, 6
 6, 399837.00,6448384.34, 6
 7, 402949.51,6455248.13, 7
 7, 403271.84,6456033.68, 7
 8, 401553.60,6453217.49, 4
 8, 401725.34,6453997.14, 4
 9, 400210.47,6441364.54, 4
 9, 400420.94,6442130.14, 4
10, 402410.67,6446543.79, 3
10, 402575.80,6447156.34, 3
11, 399817.67,6447327.73, 4
11, 399728.17,6448213.10, 4
12, 401842.32,6452788.52, 3
12, 402029.62,6453276.44, 3
13, 402740.50,6446658.45, 9
13, 402793.80,6447289.85, 9
14, 399640.29,6438001.95, 2
14, 399443.62,6438494.17, 2
15, 402395.88,6440777.65, 6
15, 402353.42,6441428.46, 6
16, 398352.98,6448932.25, 1
16, 397932.10,6450263.49, 1
17, 401963.43,6440447.79, 5
17, 401978.84,6441296.78, 5
18, 400939.53,6443878.53, 4
18, 400654.27,6444646.21, 4
19, 400273.14,6453317.89, 9
19, 400180.14,6454140.85, 9
20, 400725.76,6445010.65, 9
20, 400574.40,6445707.64, 9
21, 399990.27,6448756.38, 2
21, 399844.27,6449308.73, 2
22, 401657.59,6449229.29,10
22, 401693.54,6449938.62,10
23, 399376.52,6444751.74,10
23, 399149.96,6445349.04,10
24, 400376.64,6448043.52, 7
24, 400370.88,6448623.68, 7
25, 400247.84,6442609.06, 3
25, 400356.40,6443229.82, 3
26, 401428.90,6454506.11,10
26, 401516.63,6455739.65,10
27, 401604.65,6455042.02, 4
27, 401566.24,6456232.29, 4
28, 401431.09,6450597.58, 5
28, 401767.43,6451659.20, 5
29, 398734.63,6444881.20, 6
29, 398580.41,6446338.31, 6
30, 398501.96,6437913.90, 1
30, 398611.14,6438915.69, 1
31, 403928.28,6443596.49, 1
31, 403769.73,6444162.47, 1
32, 398402.79,6441043.85,10
32, 398340.82,6441554.14,10
33, 401299.70,6448692.57,10
33, 401050.27,6450002.06,10
34, 402120.61,6445211.83, 6
34, 401991.70,6445704.45, 6
35, 401488.23,6450064.39, 2
35, 401919.57,6451359.89, 2
36, 403073.42,6437476.35, 4
36, 402952.67,6438057.20, 4
37, 402068.90,6444832.95, 8
37, 401985.05,6445473.02, 8
38, 399995.48,6445187.15, 6
38, 399793.03,6446234.73, 6
39, 400176.14,6447892.30, 7
39, 400097.68,6448470.33, 7
40, 399094.36,6447810.71, 3
40, 399090.50,6448741.91, 3
